datapath:/Users/vilkomira21/My Drive/ALBD/data/binary_config/billing10k.csv
asIs:0.509
div:0.179
rows:10000
xcols:88
ycols:3
exploit, 20:0.09
explore, 20:0.09
Random, 20:0.08
b2, 20:0.09
EI_Linear, 20:1.17
expoit2, 20:0.09
UCB_GPM, 20:4.99
uncertainty_score, 20:0.09
margin_sampling, 20:0.09
simple_ucb, 20:0.08
balanced_ratio, 20:0.08
PI_linear, 20:0.08
harmonic_mean, 20:0.09
exp_margin, 20:0.09
ALBD, 20:0.24
exploit, 40:0.2
explore, 40:0.21
Random, 40:0.21
b2, 40:0.2
EI_Linear, 40:2.6
expoit2, 40:0.21
UCB_GPM, 40:11.9
uncertainty_score, 40:0.21
margin_sampling, 40:0.21
simple_ucb, 40:0.21
balanced_ratio, 40:0.21
PI_linear, 40:0.21
harmonic_mean, 40:0.21
exp_margin, 40:0.21
ALBD, 40:0.56
exploit, 60:0.35
explore, 60:0.35
Random, 60:0.35
b2, 60:0.35
EI_Linear, 60:4.06
expoit2, 60:0.35
UCB_GPM, 60:19.75
uncertainty_score, 60:0.35
margin_sampling, 60:0.35
simple_ucb, 60:0.35
balanced_ratio, 60:0.35
PI_linear, 60:0.35
harmonic_mean, 60:0.35
exp_margin, 60:0.35
ALBD, 60:0.9
#
0,                Random, 20,  0.42,  0.05,    --  *  --        |                   ,  0.38,  0.40,  0.42,  0.45,  0.47
0,            simple_ucb, 20,  0.42,  0.05,    --  * -          |                   ,  0.38,  0.40,  0.42,  0.45,  0.46
0,             EI_Linear, 20,  0.42,  0.04,   ---  *---         |                   ,  0.37,  0.40,  0.42,  0.43,  0.46
0,            exp_margin, 20,  0.43,  0.05,      -  * --        |                   ,  0.40,  0.41,  0.43,  0.45,  0.47
#
1,             PI_linear, 20,  0.44,  0.07,    ---   *   --     |                   ,  0.38,  0.41,  0.44,  0.48,  0.51
1,                  ALBD, 20,  0.44,  0.05,     -    *-         |                   ,  0.39,  0.40,  0.44,  0.46,  0.47
1,               explore, 20,  0.45,  0.05,   -----  * ---      |                   ,  0.36,  0.42,  0.45,  0.47,  0.50
1,         harmonic_mean, 60,  0.45,  0.06,    ----  *   ----   |                   ,  0.38,  0.42,  0.45,  0.48,  0.52
1,               expoit2, 60,  0.45,  0.04,       --  *----     |                   ,  0.41,  0.43,  0.45,  0.47,  0.51
1,         harmonic_mean, 40,  0.45,  0.04,       --  *---      |                   ,  0.41,  0.43,  0.45,  0.47,  0.50
1,     uncertainty_score, 60,  0.45,  0.06,      --   *  ---    |                   ,  0.40,  0.42,  0.45,  0.48,  0.52
1,        balanced_ratio, 60,  0.45,  0.04,      ---  *  ---    |                   ,  0.40,  0.44,  0.45,  0.48,  0.52
1,     uncertainty_score, 20,  0.45,  0.06,        -  *   --    |                   ,  0.42,  0.43,  0.45,  0.49,  0.51
1,         harmonic_mean, 20,  0.45,  0.04,       --- *  ---    |                   ,  0.41,  0.45,  0.45,  0.49,  0.51
1,               expoit2, 40,  0.45,  0.05,       --  *  ---    |                   ,  0.41,  0.43,  0.45,  0.48,  0.51
1,        balanced_ratio, 20,  0.46,  0.03,       ---  *--      |                   ,  0.41,  0.44,  0.46,  0.47,  0.50
1,        balanced_ratio, 40,  0.46,  0.05,      --    *----    |                   ,  0.40,  0.42,  0.46,  0.47,  0.52
1,     uncertainty_score, 40,  0.46,  0.05,        --  *  ---   |                   ,  0.42,  0.45,  0.46,  0.49,  0.52
1,               expoit2, 20,  0.47,  0.04,       ---   *--     |                   ,  0.41,  0.44,  0.47,  0.48,  0.50
#
2,                asIs,10000,  0.51,  0.08,         ----   *    |-----              ,  0.43,  0.48,  0.51,  0.56,  0.62
